Year,Category,Amount,Type
2022,Defense,48856503,Expense
2014,Tax Revenue,23448547,Revenue
2018,Foreign Aid,43554754,Revenue
2020,Tax Revenue,16297254,Revenue
2014,Social Welfare,44054585,Expense
2017,Social Welfare,44474030,Expense
2015,Infrastructure,29521542,Expense
2000,Infrastructure,15425418,Expense
2010,Natural Resources,35355855,Revenue
2020,Social Welfare,18998321,Expense
2023,Natural Resources,25710455,Revenue
2002,Healthcare,36685696,Expense
2018,Education,7085663,Expense
2023,Tax Revenue,21003871,Revenue
2010,Tax Revenue,11702831,Revenue
2009,Social Welfare,27096897,Expense
2021,Social Welfare,28527948,Expense
2017,Foreign Aid,12814741,Revenue
2020,Natural Resources,4484627,Revenue
2004,Defense,20790733,Expense
2007,Infrastructure,1851177,Expense
2006,Healthcare,27101298,Expense
2017,Foreign Aid,45229502,Revenue
2006,Natural Resources,38404971,Revenue
2001,Natural Resources,34481090,Revenue
2005,Natural Resources,41033922,Revenue
2008,Natural Resources,36379595,Revenue
2010,Natural Resources,31607027,Revenue
2015,Natural Resources,8814404,Revenue
2011,Infrastructure,1246458,Expense
2006,Defense,5962015,Expense
2022,Foreign Aid,12353298,Revenue
2016,Healthcare,23980906,Expense
2015,Education,3588892,Expense
2018,Education,20010884,Expense
2003,Education,47227805,Expense
2013,Grants,28319976,Revenue
2014,Education,46275792,Expense
2023,Healthcare,7497644,Expense
2006,Infrastructure,37731173,Expense
2011,Defense,44267460,Expense
2003,Education,42738335,Expense
2004,Education,23330298,Expense
2018,Tax Revenue,14963548,Revenue
2011,Tax Revenue,19456207,Revenue
2004,Tax Revenue,39140321,Revenue
2009,Social Welfare,42531657,Expense
2013,Education,45927407,Expense
2022,Infrastructure,6620998,Expense
2017,Infrastructure,39420544,Expense
2003,Education,37589774,Expense
2012,Foreign Aid,2537037,Revenue
2016,Defense,12495625,Expense
2009,Healthcare,33722313,Expense
2018,Defense,4652217,Expense
2023,Natural Resources,3820862,Revenue
2011,Healthcare,17582971,Expense
2001,Grants,28805442,Revenue
2007,Infrastructure,30561386,Expense
2003,Education,49152538,Expense
2012,Grants,28420154,Revenue
2019,Defense,45620534,Expense
2008,Social Welfare,1162784,Expense
2022,Foreign Aid,35260758,Revenue
2015,Natural Resources,25689157,Revenue
2017,Grants,23973401,Revenue
2019,Education,35674446,Expense
2021,Education,38038122,Expense
2019,Foreign Aid,8838600,Revenue
2013,Healthcare,39077545,Expense
2010,Tax Revenue,24498471,Revenue
2016,Tax Revenue,17812008,Revenue
2002,Foreign Aid,11826679,Revenue
2006,Defense,47540195,Expense
2023,Natural Resources,12155854,Revenue
2014,Infrastructure,22012994,Expense
2010,Grants,19627123,Revenue
2017,Social Welfare,43970447,Expense
2008,Natural Resources,14837415,Revenue
2010,Defense,30583323,Expense
2006,Defense,40981360,Expense
2016,Social Welfare,32655042,Expense
2014,Tax Revenue,32421033,Revenue
2013,Infrastructure,23027728,Expense
2021,Defense,30753993,Expense
2003,Infrastructure,36570532,Expense
2022,Foreign Aid,36425139,Revenue
2019,Infrastructure,46167584,Expense
2005,Education,25221338,Expense
2008,Grants,10797320,Revenue
2020,Infrastructure,31849387,Expense
2005,Education,15439856,Expense
2015,Education,25697603,Expense
2001,Tax Revenue,33711411,Revenue
2010,Defense,1363888,Expense
2014,Tax Revenue,2019916,Revenue
2010,Social Welfare,27253941,Expense
2009,Education,20430730,Expense
2012,Social Welfare,31750090,Expense
2012,Grants,30103696,Revenue
2004,Healthcare,48520049,Expense
2011,Natural Resources,38070540,Revenue
2021,Healthcare,38124421,Expense
2006,Natural Resources,25010525,Revenue
2007,Grants,37123260,Revenue
2015,Tax Revenue,18577567,Revenue
2012,Social Welfare,26000394,Expense
2012,Education,28513492,Expense
2007,Natural Resources,42262693,Revenue
2002,Social Welfare,10365592,Expense
2003,Tax Revenue,30265925,Revenue
2007,Foreign Aid,16831140,Revenue
2022,Social Welfare,11749349,Expense
2005,Defense,34079477,Expense
2001,Tax Revenue,48325863,Revenue
2016,Tax Revenue,4385136,Revenue
2023,Infrastructure,34818372,Expense
2016,Infrastructure,7382865,Expense
2003,Natural Resources,30219154,Revenue
2022,Healthcare,21045166,Expense
2012,Natural Resources,1396655,Revenue
2014,Healthcare,26527772,Expense
2003,Infrastructure,31368701,Expense
2021,Education,30458809,Expense
2016,Natural Resources,24694710,Revenue
2018,Tax Revenue,10169716,Revenue
2002,Infrastructure,44315499,Expense
2002,Defense,8568532,Expense
2014,Infrastructure,10410123,Expense
2016,Natural Resources,25583767,Revenue
2020,Healthcare,48399657,Expense
2023,Tax Revenue,27353750,Revenue
2014,Education,3438832,Expense
2010,Defense,30911430,Expense
2019,Natural Resources,13891343,Revenue
2011,Natural Resources,45779265,Revenue
2014,Education,5767505,Expense
2019,Social Welfare,21410074,Expense
2021,Education,25273690,Expense
2018,Social Welfare,44570162,Expense
2018,Tax Revenue,26419245,Revenue
2019,Healthcare,49120959,Expense
2015,Education,32981009,Expense
2000,Tax Revenue,30536976,Revenue
2019,Grants,11912341,Revenue
2002,Tax Revenue,34262624,Revenue
2019,Defense,32791563,Expense
2012,Defense,34338900,Expense
2012,Tax Revenue,1538163,Revenue
2000,Defense,39623610,Expense
2017,Education,25923331,Expense
2020,Grants,7968106,Revenue
2020,Education,49780570,Expense
2013,Defense,15532089,Expense
2009,Infrastructure,35587190,Expense
2013,Grants,27417152,Revenue
2012,Infrastructure,32093993,Expense
2011,Foreign Aid,10779271,Revenue
2005,Social Welfare,28326382,Expense
2005,Infrastructure,28080919,Expense
2021,Education,37422323,Expense
2003,Defense,5266939,Expense
2013,Infrastructure,12319627,Expense
2007,Tax Revenue,41395701,Revenue
2010,Grants,12871236,Revenue
2012,Social Welfare,17877223,Expense
2014,Foreign Aid,29815764,Revenue
2005,Natural Resources,26512591,Revenue
2023,Natural Resources,19733845,Revenue
2012,Tax Revenue,15427692,Revenue
2008,Foreign Aid,23896288,Revenue
2000,Defense,19540891,Expense
2010,Healthcare,27767641,Expense
2001,Tax Revenue,21342150,Revenue
2018,Education,48309311,Expense
2016,Infrastructure,29223426,Expense
2013,Foreign Aid,41302910,Revenue
2012,Natural Resources,14893190,Revenue
2023,Education,38036205,Expense
2007,Natural Resources,20516326,Revenue
2002,Healthcare,41117228,Expense
2008,Grants,12802825,Revenue
2001,Foreign Aid,20626308,Revenue
2011,Healthcare,32081109,Expense
2005,Natural Resources,20187970,Revenue
2014,Foreign Aid,36241226,Revenue
2009,Infrastructure,30556282,Expense
2005,Foreign Aid,38607625,Revenue
2011,Infrastructure,14872870,Expense
2017,Natural Resources,8438107,Revenue
2001,Healthcare,5560723,Expense
2018,Defense,26266846,Expense
2000,Social Welfare,33006792,Expense
2000,Tax Revenue,24524628,Revenue
2010,Defense,8749275,Expense
2012,Natural Resources,23667768,Revenue
2003,Social Welfare,10310820,Expense
2007,Foreign Aid,8404526,Revenue
2013,Defense,35993356,Expense
2017,Foreign Aid,38659782,Revenue
2007,Infrastructure,40678264,Expense
2017,Tax Revenue,39827267,Revenue
2016,Tax Revenue,1555668,Revenue
2003,Tax Revenue,48807520,Revenue
2014,Natural Resources,40911123,Revenue
2010,Foreign Aid,45843554,Revenue
2006,Infrastructure,26735468,Expense
2006,Education,3783000,Expense
2003,Grants,41928848,Revenue
2016,Natural Resources,48252022,Revenue
2007,Defense,36388916,Expense
2016,Grants,36471973,Revenue
2007,Grants,7036365,Revenue
2019,Healthcare,48444999,Expense
2014,Foreign Aid,30681241,Revenue
2008,Defense,12412197,Expense
2021,Grants,46341742,Revenue
2012,Education,8645454,Expense
2018,Tax Revenue,36538560,Revenue
2009,Defense,30128520,Expense
2008,Social Welfare,12876702,Expense
2021,Social Welfare,1928098,Expense
2007,Social Welfare,16091144,Expense
2015,Grants,18897872,Revenue
2000,Natural Resources,26927565,Revenue
2010,Grants,13954268,Revenue
2019,Infrastructure,15140797,Expense
2005,Foreign Aid,47396576,Revenue
2005,Social Welfare,21664534,Expense
2009,Education,29580784,Expense
2006,Natural Resources,28822620,Revenue
2013,Grants,48868444,Revenue
2010,Healthcare,39360401,Expense
2005,Healthcare,5572764,Expense
2004,Foreign Aid,28506315,Revenue
2004,Education,7702396,Expense
2021,Education,4182846,Expense
2015,Infrastructure,20236005,Expense
2005,Infrastructure,35970818,Expense
2010,Grants,5302959,Revenue
2010,Education,34984741,Expense
2001,Social Welfare,32718042,Expense
2012,Grants,31594354,Revenue
2017,Foreign Aid,17663045,Revenue
2018,Grants,9593834,Revenue
2017,Infrastructure,2335508,Expense
2009,Tax Revenue,28227870,Revenue
2002,Grants,46146771,Revenue
2000,Education,22661210,Expense
2019,Tax Revenue,48051912,Revenue
2002,Natural Resources,35546874,Revenue
2019,Natural Resources,24375525,Revenue
2011,Healthcare,18354764,Expense
2018,Defense,35707607,Expense
2018,Tax Revenue,24467852,Revenue
2011,Foreign Aid,26419641,Revenue
2023,Social Welfare,11194185,Expense
2006,Healthcare,26964225,Expense
2006,Healthcare,33409326,Expense
2010,Tax Revenue,35435013,Revenue
2017,Grants,21945705,Revenue
2013,Foreign Aid,11942917,Revenue
2008,Defense,32264610,Expense
2020,Tax Revenue,46617665,Revenue
2006,Education,3152949,Expense
2009,Tax Revenue,9708739,Revenue
2009,Grants,29477786,Revenue
2023,Defense,47797476,Expense
2015,Education,40912325,Expense
2000,Defense,19689507,Expense
2003,Foreign Aid,32650937,Revenue
2006,Education,45307867,Expense
2019,Infrastructure,43618165,Expense
2015,Education,23285211,Expense
2009,Education,12120066,Expense
2021,Social Welfare,28202311,Expense
2023,Infrastructure,46771540,Expense
2010,Tax Revenue,10266889,Revenue
2002,Tax Revenue,12323400,Revenue
2000,Education,25173464,Expense
2014,Foreign Aid,26697109,Revenue
2011,Defense,42821861,Expense
2009,Natural Resources,1551492,Revenue
2006,Grants,5626582,Revenue
2004,Social Welfare,4844714,Expense
2001,Social Welfare,44989260,Expense
2012,Education,42309586,Expense
2023,Foreign Aid,44725947,Revenue
2020,Education,49866575,Expense
2003,Tax Revenue,25126535,Revenue
2002,Healthcare,33150926,Expense
2005,Foreign Aid,30212604,Revenue
2019,Healthcare,5753755,Expense
2007,Foreign Aid,12479410,Revenue
2004,Foreign Aid,33464104,Revenue
2011,Infrastructure,30014730,Expense
2001,Social Welfare,43887376,Expense
2020,Grants,9658819,Revenue
2013,Defense,49929829,Expense
2015,Natural Resources,35503191,Revenue
2010,Healthcare,2997171,Expense
2004,Defense,39525317,Expense
2004,Education,23370229,Expense
2007,Tax Revenue,2101858,Revenue
2006,Tax Revenue,22088000,Revenue
2016,Infrastructure,12529199,Expense
2001,Tax Revenue,2717908,Revenue
2012,Defense,42542854,Expense
2021,Tax Revenue,46746728,Revenue
2000,Grants,47790848,Revenue
2015,Grants,12680634,Revenue
2011,Tax Revenue,34570869,Revenue
2014,Defense,44829316,Expense
2009,Infrastructure,30072380,Expense
2019,Infrastructure,11257919,Expense
2016,Defense,8309847,Expense
2008,Infrastructure,8903992,Expense
2010,Tax Revenue,14816421,Revenue
2013,Social Welfare,27850840,Expense
2020,Grants,24266043,Revenue
2003,Tax Revenue,24659335,Revenue
2022,Defense,35648341,Expense
2009,Natural Resources,49706117,Revenue
2008,Social Welfare,39342617,Expense
2012,Tax Revenue,19398733,Revenue
2018,Defense,26708303,Expense
2004,Foreign Aid,24428512,Revenue
2012,Education,33681697,Expense
2008,Healthcare,11327484,Expense
2011,Education,33022977,Expense
2017,Healthcare,36613485,Expense
2009,Healthcare,17032216,Expense
2006,Natural Resources,1649023,Revenue
2004,Social Welfare,31817806,Expense
2004,Defense,33067395,Expense
2002,Education,18245315,Expense
2004,Tax Revenue,20126316,Revenue
2008,Defense,45133018,Expense
2010,Infrastructure,17117047,Expense
2015,Tax Revenue,28980336,Revenue
2020,Defense,46018455,Expense
2004,Natural Resources,46136071,Revenue
2004,Tax Revenue,15158495,Revenue
2015,Healthcare,20630922,Expense
2000,Education,43927299,Expense
2015,Healthcare,48046969,Expense
2007,Healthcare,3893124,Expense
2010,Social Welfare,9786759,Expense
2008,Healthcare,45144817,Expense
2017,Healthcare,3723009,Expense
2017,Defense,37745163,Expense
2000,Education,46295789,Expense
2023,Healthcare,41688487,Expense
2023,Foreign Aid,48020401,Revenue
2015,Healthcare,26685895,Expense
2020,Healthcare,35892316,Expense
2020,Foreign Aid,46401873,Revenue
2021,Natural Resources,21437039,Revenue
2002,Infrastructure,47520306,Expense
2016,Defense,36681722,Expense
2003,Foreign Aid,18644507,Revenue
2003,Foreign Aid,26666788,Revenue
2008,Tax Revenue,47044325,Revenue
2016,Grants,37195541,Revenue
2007,Infrastructure,39814250,Expense
2021,Natural Resources,35064024,Revenue
2015,Healthcare,11444922,Expense
2023,Natural Resources,34822736,Revenue
2005,Defense,42186033,Expense
2015,Infrastructure,8346043,Expense
2022,Infrastructure,37851591,Expense
2014,Grants,38489303,Revenue
2014,Education,43841147,Expense
2017,Foreign Aid,38890453,Revenue
2007,Social Welfare,37884748,Expense
2009,Education,7424309,Expense
2017,Infrastructure,7706833,Expense
2018,Tax Revenue,22832302,Revenue
2016,Social Welfare,23232156,Expense
2001,Natural Resources,5420607,Revenue
2019,Defense,22186650,Expense
2009,Healthcare,27751822,Expense
2010,Foreign Aid,48658022,Revenue
2010,Foreign Aid,21679174,Revenue
2023,Natural Resources,49390890,Revenue
2002,Healthcare,2815153,Expense
2022,Education,11510744,Expense
2019,Natural Resources,27783965,Revenue
2019,Tax Revenue,41082536,Revenue
2018,Foreign Aid,29776076,Revenue
2010,Grants,34239171,Revenue
2010,Infrastructure,27243019,Expense
2006,Infrastructure,20290889,Expense
2015,Healthcare,22811096,Expense
2006,Tax Revenue,23515425,Revenue
2005,Grants,15677023,Revenue
2018,Foreign Aid,35012974,Revenue
2021,Natural Resources,18218641,Revenue
2019,Natural Resources,24204703,Revenue
2018,Infrastructure,29138200,Expense
2008,Grants,3950422,Revenue
2001,Foreign Aid,39966027,Revenue
2004,Tax Revenue,42721579,Revenue
2000,Social Welfare,40160115,Expense
2019,Natural Resources,46639428,Revenue
2007,Natural Resources,48701701,Revenue
2021,Social Welfare,40787968,Expense
2019,Natural Resources,1443252,Revenue
2017,Infrastructure,26105211,Expense
2020,Foreign Aid,45679527,Revenue
2012,Healthcare,27540851,Expense
2004,Infrastructure,43623470,Expense
2002,Natural Resources,42243126,Revenue
2017,Healthcare,22091350,Expense
2007,Education,30369324,Expense
2014,Grants,42164314,Revenue
2021,Foreign Aid,49241924,Revenue
2001,Natural Resources,20047751,Revenue
2018,Education,44257632,Expense
2004,Social Welfare,28182054,Expense
2001,Natural Resources,27268228,Revenue
2006,Tax Revenue,3398448,Revenue
2006,Foreign Aid,49304993,Revenue
2016,Infrastructure,38058444,Expense
2021,Education,31601954,Expense
2016,Foreign Aid,28797378,Revenue
2023,Natural Resources,45171319,Revenue
2006,Healthcare,47374782,Expense
2016,Grants,45507631,Revenue
2018,Foreign Aid,21639675,Revenue
2004,Education,48539791,Expense
2007,Natural Resources,10913596,Revenue
2002,Defense,21922765,Expense
2004,Healthcare,49255726,Expense
2004,Tax Revenue,2630061,Revenue
2002,Natural Resources,17293965,Revenue
2020,Natural Resources,17885849,Revenue
2016,Infrastructure,5360355,Expense
2016,Infrastructure,10914068,Expense
2008,Education,26042772,Expense
2011,Education,30099316,Expense
2023,Tax Revenue,9080158,Revenue
2009,Natural Resources,29102271,Revenue
2015,Foreign Aid,9142624,Revenue
2002,Healthcare,34555527,Expense
2014,Tax Revenue,36254660,Revenue
2011,Grants,36132978,Revenue
2008,Infrastructure,47217163,Expense
2015,Social Welfare,37577030,Expense
2005,Defense,18607939,Expense
2022,Grants,28275433,Revenue
2019,Healthcare,47009403,Expense
2010,Grants,46332179,Revenue
2003,Defense,32731565,Expense
2000,Defense,3315924,Expense
2021,Grants,31068162,Revenue
2014,Education,38784569,Expense
2013,Grants,16254748,Revenue
2013,Infrastructure,38383225,Expense
2006,Natural Resources,21415217,Revenue
2014,Defense,25408953,Expense
2019,Healthcare,44233754,Expense
2021,Foreign Aid,45833615,Revenue
2005,Tax Revenue,40533669,Revenue
2019,Grants,26513812,Revenue
2015,Tax Revenue,15409127,Revenue
2013,Tax Revenue,9886846,Revenue
2015,Grants,19520703,Revenue
2010,Education,5130048,Expense
2004,Social Welfare,24052920,Expense
2002,Natural Resources,31865660,Revenue
2022,Infrastructure,33048258,Expense
2004,Grants,26824770,Revenue
2007,Education,41889174,Expense
2004,Natural Resources,31135466,Revenue
2011,Defense,43836173,Expense
2018,Education,42297351,Expense
2001,Defense,38200471,Expense
2010,Grants,23214259,Revenue
2014,Natural Resources,8552930,Revenue
2016,Defense,24426243,Expense
2019,Infrastructure,41264032,Expense
2006,Social Welfare,22290111,Expense
2008,Social Welfare,23659129,Expense
2008,Infrastructure,8465104,Expense
2020,Education,23754099,Expense
2011,Social Welfare,20158178,Expense
2005,Defense,39660810,Expense
2006,Education,16721873,Expense
2003,Defense,37072697,Expense
2007,Defense,1682904,Expense
2000,Education,46328926,Expense
2022,Healthcare,12643502,Expense
2018,Defense,30115666,Expense
2019,Social Welfare,35980579,Expense
2017,Infrastructure,11899319,Expense
2009,Healthcare,2839620,Expense
2015,Defense,48646166,Expense
2013,Foreign Aid,49801100,Revenue
2002,Infrastructure,7314233,Expense
2006,Healthcare,26336250,Expense
2020,Healthcare,32145397,Expense
2010,Natural Resources,35248164,Revenue
2017,Grants,29809466,Revenue
2011,Tax Revenue,36410817,Revenue
2009,Healthcare,30210827,Expense
2019,Natural Resources,27398643,Revenue
2001,Tax Revenue,47999270,Revenue
2012,Education,2997960,Expense
2016,Tax Revenue,3543466,Revenue
2012,Tax Revenue,35050631,Revenue
2008,Grants,14672789,Revenue
2013,Tax Revenue,31467109,Revenue
2009,Infrastructure,33114887,Expense
2009,Natural Resources,29978884,Revenue
2000,Education,19194839,Expense
2012,Grants,42986444,Revenue
2013,Education,45374305,Expense
2018,Social Welfare,16795015,Expense
2019,Social Welfare,18445332,Expense
2009,Social Welfare,28303551,Expense
2001,Foreign Aid,17462531,Revenue
2009,Healthcare,28442800,Expense
2008,Social Welfare,41447474,Expense
2011,Defense,28304999,Expense
2008,Tax Revenue,48702068,Revenue
2005,Education,3515208,Expense
2021,Social Welfare,27356909,Expense
2017,Social Welfare,2527945,Expense
2013,Defense,34309057,Expense
2014,Natural Resources,20313072,Revenue
2011,Tax Revenue,26650868,Revenue
2018,Grants,4514975,Revenue
2010,Grants,4395031,Revenue
2023,Foreign Aid,26932833,Revenue
2022,Natural Resources,23431695,Revenue
2005,Social Welfare,38966517,Expense
2023,Defense,10194008,Expense
2004,Education,37524342,Expense
2020,Foreign Aid,14727130,Revenue
2003,Defense,33344021,Expense
2020,Natural Resources,1941684,Revenue
2012,Healthcare,30502119,Expense
2013,Defense,8316013,Expense
2022,Tax Revenue,14328938,Revenue
2000,Grants,21098898,Revenue
2013,Healthcare,16569140,Expense
2009,Grants,11904062,Revenue
2004,Healthcare,24698463,Expense
2007,Natural Resources,2529114,Revenue
2005,Tax Revenue,28797267,Revenue
2005,Defense,2551575,Expense
2022,Defense,13055170,Expense
2017,Healthcare,19332133,Expense
2000,Infrastructure,18890291,Expense
2021,Education,49056484,Expense
2011,Infrastructure,11510642,Expense
2022,Healthcare,45088561,Expense
2001,Grants,24235849,Revenue
2006,Tax Revenue,45242863,Revenue
2000,Natural Resources,31376853,Revenue
2016,Infrastructure,10603110,Expense
2022,Grants,32457452,Revenue
2015,Defense,11862417,Expense
2021,Healthcare,49071409,Expense
2017,Defense,15790599,Expense
2017,Tax Revenue,25474805,Revenue
2003,Education,4180898,Expense
2001,Foreign Aid,25095030,Revenue
2004,Natural Resources,47307551,Revenue
2015,Natural Resources,5254846,Revenue
2008,Infrastructure,5952101,Expense
2004,Natural Resources,43677935,Revenue
2021,Social Welfare,33000200,Expense
2014,Social Welfare,7896142,Expense
2001,Social Welfare,37518004,Expense
2007,Tax Revenue,22028998,Revenue
2023,Education,48378850,Expense
2008,Infrastructure,21595883,Expense
2014,Social Welfare,7555762,Expense
2019,Infrastructure,21107604,Expense
2009,Grants,21892159,Revenue
2014,Education,28639070,Expense
2018,Natural Resources,46173982,Revenue
2009,Defense,11902949,Expense
2009,Grants,1251092,Revenue
2021,Defense,5863867,Expense
2002,Healthcare,5912257,Expense
2003,Grants,5987620,Revenue
2010,Foreign Aid,28610690,Revenue
2004,Foreign Aid,44089236,Revenue
2021,Grants,23108014,Revenue
2019,Infrastructure,15980003,Expense
2016,Foreign Aid,10753000,Revenue
2021,Defense,9026251,Expense
2014,Foreign Aid,6584233,Revenue
2010,Infrastructure,2575005,Expense
2013,Social Welfare,9498354,Expense
2010,Foreign Aid,37919177,Revenue
2011,Tax Revenue,32726684,Revenue
2000,Tax Revenue,44527886,Revenue
2022,Healthcare,14897665,Expense
2020,Healthcare,39196576,Expense
2022,Grants,44951752,Revenue
2023,Defense,45113471,Expense
2015,Natural Resources,6820219,Revenue
2022,Natural Resources,49944549,Revenue
2002,Infrastructure,43539827,Expense
2016,Foreign Aid,39726679,Revenue
2000,Tax Revenue,29148654,Revenue
2007,Tax Revenue,18535357,Revenue
2011,Healthcare,8039508,Expense
2018,Healthcare,34680856,Expense
2009,Healthcare,30369256,Expense
2007,Social Welfare,1092305,Expense
2015,Education,15735172,Expense
2015,Defense,31040712,Expense
2017,Grants,10714849,Revenue
2008,Natural Resources,12319404,Revenue
2019,Natural Resources,11483021,Revenue
2003,Education,27587421,Expense
2006,Social Welfare,9032094,Expense
2011,Foreign Aid,36352726,Revenue
2002,Social Welfare,2791389,Expense
2011,Natural Resources,8078197,Revenue
2016,Healthcare,21156983,Expense
2007,Grants,33734518,Revenue
2006,Defense,45019237,Expense
2018,Infrastructure,26910535,Expense
2011,Tax Revenue,47232418,Revenue
2008,Foreign Aid,21181922,Revenue
2021,Social Welfare,26346543,Expense
2020,Infrastructure,35900026,Expense
2008,Education,7934419,Expense
2014,Healthcare,18585613,Expense
2013,Defense,31536201,Expense
2016,Natural Resources,6357143,Revenue
2018,Foreign Aid,23316512,Revenue
2010,Foreign Aid,40619422,Revenue
2014,Grants,33058255,Revenue
2018,Tax Revenue,33484404,Revenue
2021,Foreign Aid,40953737,Revenue
2015,Grants,4130399,Revenue
2007,Grants,39492298,Revenue
2016,Natural Resources,49582386,Revenue
2020,Natural Resources,43163910,Revenue
2022,Infrastructure,38733672,Expense
2002,Tax Revenue,29586589,Revenue
2010,Healthcare,6122587,Expense
2015,Defense,39562543,Expense
2005,Grants,7148193,Revenue
2008,Grants,27450098,Revenue
2018,Healthcare,37056357,Expense
2003,Defense,48189957,Expense
2006,Grants,23693818,Revenue
2017,Foreign Aid,9574086,Revenue
2021,Grants,21635170,Revenue
2015,Defense,6420640,Expense
2006,Education,2334068,Expense
2020,Social Welfare,16202071,Expense
2019,Social Welfare,3127354,Expense
2019,Tax Revenue,41402200,Revenue
2011,Grants,9886184,Revenue
2001,Education,21257383,Expense
2004,Healthcare,49021898,Expense
2009,Healthcare,21710543,Expense
2015,Social Welfare,38535941,Expense
2007,Infrastructure,36632794,Expense
2014,Foreign Aid,28532996,Revenue
2009,Natural Resources,45667336,Revenue
2001,Foreign Aid,48936424,Revenue
2004,Education,8229522,Expense
2004,Social Welfare,34306540,Expense
2004,Defense,20710077,Expense
2002,Grants,5846683,Revenue
2012,Tax Revenue,40714810,Revenue
2019,Foreign Aid,12620226,Revenue
2013,Foreign Aid,43007148,Revenue
2021,Education,49304766,Expense
2005,Social Welfare,43807550,Expense
2019,Foreign Aid,47677421,Revenue
2019,Tax Revenue,46397421,Revenue
2015,Tax Revenue,17563635,Revenue
2017,Defense,2196639,Expense
2017,Tax Revenue,28903937,Revenue
2010,Education,33860866,Expense
2005,Foreign Aid,10287843,Revenue
2009,Healthcare,15702615,Expense
2009,Infrastructure,9774213,Expense
2021,Foreign Aid,47288320,Revenue
2022,Tax Revenue,36759054,Revenue
2003,Defense,10985736,Expense
2011,Foreign Aid,18659163,Revenue
2014,Defense,30141887,Expense
2012,Defense,12101781,Expense
2017,Infrastructure,3806342,Expense
2023,Social Welfare,39159263,Expense
2009,Social Welfare,27365096,Expense
2020,Healthcare,31704364,Expense
2017,Education,18769397,Expense
2010,Infrastructure,26784859,Expense
2016,Education,12616652,Expense
2007,Infrastructure,20199808,Expense
2005,Social Welfare,15594178,Expense
2002,Grants,11092808,Revenue
2003,Education,26664314,Expense
2013,Infrastructure,5650620,Expense
2012,Natural Resources,17893450,Revenue
2022,Infrastructure,26548530,Expense
2021,Natural Resources,23997212,Revenue
2016,Natural Resources,7432080,Revenue
2012,Grants,31821711,Revenue
2019,Tax Revenue,32211735,Revenue
2017,Education,35680235,Expense
2008,Natural Resources,36267756,Revenue
2021,Defense,36469108,Expense
2009,Grants,40234148,Revenue
2003,Social Welfare,13892614,Expense
2010,Social Welfare,13932048,Expense
2023,Natural Resources,21793724,Revenue
2000,Healthcare,34505113,Expense
2003,Natural Resources,33530023,Revenue
2020,Defense,2724461,Expense
2011,Infrastructure,4833832,Expense
2013,Education,2785865,Expense
2020,Healthcare,33669496,Expense
2016,Grants,9505980,Revenue
2015,Infrastructure,26925331,Expense
2011,Defense,47569974,Expense
2012,Defense,7375135,Expense
2023,Grants,11392314,Revenue
2009,Tax Revenue,35205981,Revenue
2021,Tax Revenue,23574496,Revenue
2007,Education,3045899,Expense
2011,Foreign Aid,9595933,Revenue
2021,Grants,15430145,Revenue
2013,Grants,30165556,Revenue
2020,Defense,27200857,Expense
2001,Tax Revenue,34637848,Revenue
2016,Healthcare,35591780,Expense
2015,Foreign Aid,5674050,Revenue
2018,Grants,11249802,Revenue
2014,Natural Resources,31884978,Revenue
2012,Social Welfare,25110453,Expense
2011,Defense,39693131,Expense
2008,Natural Resources,15356582,Revenue
2006,Defense,45439650,Expense
2022,Grants,48592392,Revenue
2001,Natural Resources,6897308,Revenue
2007,Defense,17197563,Expense
2008,Education,13415974,Expense
2009,Grants,8530222,Revenue
2009,Social Welfare,32649746,Expense
2013,Infrastructure,36716317,Expense
2023,Education,48637101,Expense
2003,Defense,1171284,Expense
2021,Grants,9581141,Revenue
2023,Infrastructure,19099555,Expense
2012,Grants,4574316,Revenue
2007,Foreign Aid,19940634,Revenue
2013,Defense,44913944,Expense
2002,Grants,27977662,Revenue
2000,Healthcare,10624951,Expense
2022,Foreign Aid,32943015,Revenue
2005,Tax Revenue,5303438,Revenue
2022,Social Welfare,5856068,Expense
2015,Defense,37554421,Expense
2001,Tax Revenue,25095453,Revenue
2019,Education,45581249,Expense
2012,Tax Revenue,4245556,Revenue
2023,Social Welfare,14261792,Expense
2010,Tax Revenue,5457664,Revenue
2003,Social Welfare,48320534,Expense
2007,Infrastructure,19798453,Expense
2012,Healthcare,11542189,Expense
2007,Infrastructure,24939188,Expense
2015,Education,44531702,Expense
2009,Defense,15351796,Expense
2004,Education,3359282,Expense
2017,Foreign Aid,32994486,Revenue
2002,Foreign Aid,19065078,Revenue
2009,Social Welfare,22936695,Expense
2008,Defense,43292464,Expense
2014,Grants,20948200,Revenue
2019,Healthcare,29502649,Expense
2016,Foreign Aid,26161906,Revenue
2000,Natural Resources,29998554,Revenue
2018,Infrastructure,26702684,Expense
2013,Grants,11260374,Revenue
2008,Natural Resources,36723239,Revenue
2021,Foreign Aid,3969809,Revenue
2018,Tax Revenue,39994229,Revenue
2009,Healthcare,26812487,Expense
2003,Foreign Aid,21718613,Revenue
2015,Infrastructure,6611975,Expense
2009,Defense,4845946,Expense
2008,Natural Resources,6766866,Revenue
2011,Infrastructure,25483866,Expense
2012,Tax Revenue,26014486,Revenue
2009,Foreign Aid,24371831,Revenue
2001,Healthcare,28934618,Expense
2000,Defense,40240346,Expense
